index,female_bmi,female_stature_mm
1247,35.1,1604.0
1248,23.7,1589.0
1249,34.5,1633.0
1250,24.7,1512.0
1251,27.5,1578.0
1252,24.0,1581.0
1253,26.7,1432.0
1254,31.1,1564.0
1255,41.4,1597.0
1256,31.7,1511.0
1257,27.1,1615.0
1258,34.5,1576.0
1259,29.4,1523.0
1260,40.5,1546.0
1261,44.4,1641.0
1262,27.6,1558.0
1263,43.7,1658.0
1264,22.0,1720.0
1265,24.8,1558.0
1266,20.4,1560.0
1267,30.2,1708.0
1268,31.5,1526.0
1269,23.9,1553.0
1270,24.9,1673.0
1271,30.6,1699.0
1272,29.3,1460.0
1273,21.2,1544.0
1274,23.1,1434.0
1275,31.6,1545.0
1276,30.7,1547.0
1277,23.6,1593.0
1278,33.5,1573.0
1279,32.8,1531.0
1280,27.0,1561.0
1281,35.1,1430.0
1282,29.1,1600.0
1283,38.5,1466.0
1284,36.5,1545.0
1285,26.6,1638.0
1286,27.1,1647.0
1287,29.6,1644.0
1288,15.4,1446.0
1289,22.6,1753.0
1290,33.3,1536.0
1291,25.9,1532.0
1292,25.6,1580.0
1293,36.6,1532.0
1294,31.1,1602.0
1295,20.3,1602.0
1296,26.1,1602.0
1297,33.5,1559.0
1298,21.5,1594.0
1299,34.1,1632.0
1300,30.3,1543.0
1301,30.2,1486.0
1302,25.9,1573.0
1303,38.3,1696.0
1304,25.4,1677.0
1305,58.7,1581.0
1306,20.2,1606.0
1307,62.2,1603.0
1308,33.6,1483.0
1309,23.6,1439.0
1310,27.2,1714.0
1311,28.2,1672.0
1312,29.4,1468.0
1313,21.7,1499.0
1314,22.5,1562.0
1315,27.7,1551.0
1316,25.8,1645.0
1317,20.9,1539.0
1318,24.2,1639.0
1319,22.1,1528.0
1320,28.7,1547.0
1321,32.7,1652.0
1322,25.0,1653.0
1323,23.6,1669.0
1324,25.3,1660.0
1325,34.5,1592.0
1326,36.1,1563.0
1327,46.1,1572.0
1328,28.2,1641.0
1329,21.3,1496.0
1330,23.9,1666.0
1331,30.7,1444.0
1332,21.9,1569.0
1333,33.5,1525.0
1334,21.3,1548.0
1335,32.1,1542.0
1336,24.6,1598.0
1337,23.9,1653.0
1338,21.0,1588.0
1339,28.9,1601.0
1340,21.4,1418.0
1341,28.0,1653.0
1342,29.8,1545.0
1343,21.7,1554.0
1344,32.8,1610.0
1345,27.0,1586.0
1346,28.0,1463.0
1347,22.4,1479.0
1348,31.4,1481.0
1349,22.8,1614.0
1350,24.5,1597.0
1351,29.2,1548.0
1352,37.4,1609.0
1353,28.6,1593.0
1354,36.1,1516.0
1355,31.0,1436.0
1356,38.6,1558.0
1357,26.2,1564.0
1358,29.2,1528.0
1359,25.4,1665.0
1360,30.0,1542.0
1361,27.2,1592.0
1362,28.1,1652.0
1363,32.1,1526.0
1364,49.4,1588.0
1365,31.1,1592.0
1366,26.7,1602.0
1367,28.2,1735.0
1368,20.3,1567.0
1369,31.4,1576.0
1370,16.8,1596.0
1371,30.7,1608.0
1372,26.8,1505.0
1373,33.2,1483.0
1374,25.7,1600.0
1375,39.5,1562.0
1376,33.8,1558.0
1377,24.9,1511.0
1378,30.6,1531.0
1379,29.8,1566.0
1380,26.4,1674.0
1381,16.8,1622.0
1382,29.3,1599.0
1383,23.7,1643.0
1384,23.7,1611.0
1385,41.1,1442.0
1386,35.2,1524.0
1387,37.6,1514.0
1388,26.6,1545.0
1389,30.2,1567.0
1390,21.8,1601.0
1391,26.6,1528.0
1392,34.3,1456.0
1393,42.3,1618.0
1394,33.4,1537.0
1395,29.9,1490.0
1396,20.9,1766.0
1397,28.6,1545.0
1398,24.5,1583.0
1399,29.3,1742.0
1400,26.2,1603.0
1401,30.7,1480.0
1402,31.5,1583.0
1403,21.2,1577.0
1404,25.7,1515.0
1405,35.5,1602.0
1406,26.8,1574.0
1407,27.3,1562.0
1408,21.6,1363.0
1409,29.4,1533.0
1410,21.4,1531.0
1411,32.9,1525.0
1412,37.9,1660.0
1413,22.3,1533.0
1414,33.8,1622.0
1415,35.0,1535.0
1416,28.4,1572.0
1417,38.9,1581.0
1418,29.3,1626.0
1419,24.0,1677.0
1420,36.5,1454.0
1421,25.4,1728.0
1422,47.3,1629.0
1423,33.7,1535.0
1424,18.9,1549.0
1425,36.0,1570.0
1426,30.0,1699.0
1427,27.5,1604.0
1428,35.1,1388.0
1429,28.5,1544.0
1430,22.1,1592.0
1431,24.1,1486.0
1432,22.9,1658.0
1433,24.7,1583.0
1434,37.4,1674.0
1435,21.7,1608.0
1436,35.8,1538.0
1437,71.5,1637.0
1438,22.3,1675.0
1439,31.2,1566.0
1440,30.4,1570.0
1441,45.9,1608.0
1442,51.1,1619.0
1443,34.2,1677.0
1444,52.2,1486.0
1445,27.3,1533.0
1446,32.0,1626.0
1447,23.8,1626.0
1448,27.7,1610.0
1449,37.9,1546.0
1450,25.8,1551.0
1451,23.2,1538.0
1452,37.4,1539.0
1453,37.7,1647.0
1454,35.2,1528.0
1455,17.2,1577.0
1456,26.3,1539.0
1457,26.2,1557.0
1458,30.3,1620.0
1459,33.6,1481.0
1460,27.1,1513.0
1461,36.9,1535.0
1462,28.5,1536.0
1463,28.6,1578.0
1464,31.2,1643.0
1465,34.8,1592.0
1466,30.4,1503.0
1467,27.6,1542.0
1468,23.4,1523.0
1469,25.6,1569.0
1470,33.1,1513.0
1471,32.4,1639.0
1472,29.6,1716.0
1473,47.2,1559.0
1474,25.1,1605.0
1475,29.9,1551.0
1476,26.9,1515.0
1477,25.6,1569.0
1478,23.2,1590.0
1479,20.3,1454.0
1480,32.8,1554.0
1481,32.9,1530.0
1482,29.5,1643.0
1483,53.9,1683.0
1484,24.9,1713.0
1485,27.5,1534.0
1486,19.0,1586.0
1487,26.9,1535.0
1488,26.3,1623.0
1489,24.8,1597.0
1490,27.5,1486.0
1491,34.5,1561.0
1492,29.4,1627.0
1493,35.5,1553.0
1494,42.1,1616.0
1495,26.3,1602.0
1496,42.8,1562.0
1497,20.4,1587.0
1498,20.8,1541.0
1499,26.9,1634.0
1500,27.6,1431.0
1501,33.4,1838.0
1502,47.5,1649.0
1503,31.2,1763.0
1504,26.2,1551.0
1505,24.3,1553.0
1506,29.0,1659.0
1507,32.2,1629.0
1508,29.3,1608.0
1509,39.6,1540.0
1510,27.2,1534.0
1511,27.1,1673.0
1512,20.2,1672.0
1513,36.8,1592.0
1514,28.0,1621.0
1515,35.5,1613.0
1516,39.5,1617.0
1517,29.8,1535.0
1518,23.6,1482.0
1519,28.4,1635.0
1520,33.9,1646.0
1521,49.0,1625.0
1522,27.4,1492.0
1523,30.3,1543.0
1524,28.6,1502.0
1525,31.1,1606.0
1526,26.8,1573.0
1527,26.4,1438.0
1528,17.6,1576.0
1529,27.6,1695.0
1530,24.2,1626.0
1531,38.6,1578.0
1532,35.9,1714.0
1533,42.1,1532.0
1534,21.5,1655.0
1535,32.4,1648.0
1536,31.4,1489.0
1537,28.3,1655.0
1538,26.3,1610.0
1539,51.6,1529.0
1540,23.7,1459.0
1541,26.4,1433.0
1542,20.1,1661.0
1543,27.0,1520.0
1544,32.7,1457.0
1545,38.6,1617.0
1546,31.5,1528.0
1547,18.7,1653.0
1548,23.6,1529.0
1549,33.4,1658.0
1550,18.1,1525.0
1551,23.7,1695.0
1552,39.7,1625.0
1553,53.0,1659.0
1554,21.6,1584.0
1555,22.5,1680.0
1556,28.4,1569.0
1557,27.3,1451.0
1558,33.1,1638.0
1559,26.5,1567.0
1560,33.0,1620.0
1561,18.6,1535.0
1562,19.5,1625.0
1563,27.2,1539.0
1564,19.0,1612.0
1565,20.1,1479.0
1566,51.3,1474.0
1567,27.3,1640.0
1568,20.8,1496.0
1569,30.6,1495.0
1570,30.0,1461.0
1571,29.4,1535.0
1572,24.1,1565.0
1573,36.9,1434.0
1574,36.3,1638.0
1575,25.6,1540.0
1576,30.7,1605.0
1577,38.9,1667.0
1578,22.8,1533.0
1579,27.4,1549.0
1580,30.4,1483.0
1581,31.7,1503.0
1582,18.1,1559.0
1583,24.3,1588.0
1584,27.2,1621.0
1585,24.2,1585.0
1586,31.0,1589.0
1587,28.1,1610.0
1588,39.2,1511.0
1589,47.2,1530.0
1590,29.6,1551.0
1591,21.9,1577.0
1592,20.0,1533.0
1593,25.4,1665.0
1594,42.9,1509.0
1595,22.5,1603.0
1596,17.2,1599.0
1597,20.7,1508.0
1598,27.6,1479.0
1599,28.5,1651.0
1600,30.4,1551.0
1601,32.4,1562.0
1602,22.7,1535.0
1603,27.5,1526.0
1604,24.6,1454.0
1605,34.7,1576.0
1606,27.9,1599.0
1607,22.8,1685.0
1608,24.3,1478.0
1609,23.9,1685.0
1610,21.3,1564.0
1611,22.5,1464.0
1612,27.0,1525.0
1613,27.1,1602.0
1614,27.8,1524.0
1615,24.9,1657.0
1616,31.7,1612.0
1617,27.3,1758.0
1618,38.3,1553.0
1619,27.9,1646.0
1620,25.7,1540.0
1621,19.7,1738.0
1622,24.9,1669.0
1623,41.1,1534.0
1624,24.4,1630.0
1625,37.7,1490.0
1626,34.5,1603.0
1627,24.8,1594.0
1628,30.0,1549.0
1629,23.4,1648.0
1630,25.8,1589.0
1631,27.6,1766.0
1632,36.5,1587.0
1633,25.1,1612.0
1634,35.2,1636.0
1635,23.7,1550.0
1636,25.9,1560.0
1637,21.9,1573.0
1638,28.6,1550.0
1639,25.1,1663.0
1640,32.9,1594.0
1641,23.0,1580.0
1642,23.9,1471.0
1643,19.9,1570.0
1644,21.1,1585.0
1645,20.9,1449.0
1646,35.1,1609.0
1647,26.8,1615.0
1648,30.1,1697.0
1649,44.0,1556.0
1650,27.1,1636.0
1651,32.9,1632.0
1652,28.0,1588.0
1653,34.7,1507.0
1654,24.6,1504.0
1655,26.0,1458.0
1656,14.2,1604.0
1657,28.0,1442.0
1658,23.9,1528.0
1659,27.9,1635.0
1660,31.4,1655.0
1661,27.9,1573.0
1662,21.3,1432.0
1663,27.4,1651.0
